LinkID,Node1,Node2,Capacity,Distance,MaxSpeed,NumLane,RoadWidth,RoadType,RoadName
82,468,469,1500.0,33,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
83,468,467,1500.0,30,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
84,467,468,1500.0,30,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
85,467,466,1500.0,76,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
86,466,467,1500.0,76,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
87,466,465,1500.0,37,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
88,465,466,1500.0,37,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
89,465,464,1500.0,10,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
90,464,465,1500.0,10,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
91,464,463,1500.0,27,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
92,463,464,1500.0,27,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
93,463,462,1500.0,64,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
94,462,463,1500.0,64,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
95,462,461,1500.0,66,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
96,461,462,1500.0,66,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
97,461,460,1500.0,96,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
98,460,461,1500.0,96,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
99,316,315,1500,1,20.0,1,3,trunk_link,n/a
100,315,314,1500,1,20.0,1,3,trunk_link,n/a
101,314,313,1500,2,20.0,1,3,trunk_link,n/a
102,313,312,1500,3,20.0,1,3,trunk_link,n/a
103,312,311,1500,5,20.0,1,3,trunk_link,n/a
104,311,310,1500,5,20.0,1,3,trunk_link,n/a
105,310,309,1500,5,20.0,1,3,trunk_link,n/a
106,309,308,1500,2,20.0,1,3,trunk_link,n/a
107,308,307,1500,1,20.0,1,3,trunk_link,n/a
108,689,688,1500,8,20.0,1,3,trunk_link,n/a
109,688,687,1500,6,20.0,1,3,trunk_link,n/a
110,687,686,1500,10,20.0,1,3,trunk_link,n/a
111,686,685,1500,8,20.0,1,3,trunk_link,n/a
112,685,684,1500,7,20.0,1,3,trunk_link,n/a
113,684,683,1500,7,20.0,1,3,trunk_link,n/a
114,683,682,1500,12,20.0,1,3,trunk_link,n/a
115,574,573,1500.0,0,35.0,2,3.0,tertiary,Jalan Ketintang Madya
116,573,574,1500.0,0,35.0,2,3.0,tertiary,Jalan Ketintang Madya
117,573,572,1500.0,23,35.0,2,3.0,tertiary,Jalan Ketintang Madya
118,572,573,1500.0,23,35.0,2,3.0,tertiary,Jalan Ketintang Madya
119,572,571,1500.0,15,35.0,2,3.0,tertiary,Jalan Ketintang Madya
120,571,572,1500.0,15,35.0,2,3.0,tertiary,Jalan Ketintang Madya
121,571,570,1500.0,19,35.0,2,3.0,tertiary,Jalan Ketintang Madya
122,570,571,1500.0,19,35.0,2,3.0,tertiary,Jalan Ketintang Madya
123,570,569,1500.0,17,35.0,2,3.0,tertiary,Jalan Ketintang Madya
124,569,570,1500.0,17,35.0,2,3.0,tertiary,Jalan Ketintang Madya
125,569,568,1500.0,29,35.0,2,3.0,tertiary,Jalan Ketintang Madya
126,568,569,1500.0,29,35.0,2,3.0,tertiary,Jalan Ketintang Madya
127,568,567,1500.0,23,35.0,2,3.0,tertiary,Jalan Ketintang Madya
128,567,568,1500.0,23,35.0,2,3.0,tertiary,Jalan Ketintang Madya
129,567,566,1500.0,5,35.0,2,3.0,tertiary,Jalan Ketintang Madya
130,566,567,1500.0,5,35.0,2,3.0,tertiary,Jalan Ketintang Madya
131,566,565,1500.0,2,35.0,2,3.0,tertiary,Jalan Ketintang Madya
132,565,566,1500.0,2,35.0,2,3.0,tertiary,Jalan Ketintang Madya
133,565,564,1500.0,43,35.0,2,3.0,tertiary,Jalan Ketintang Madya
134,564,565,1500.0,43,35.0,2,3.0,tertiary,Jalan Ketintang Madya
135,564,563,1500.0,33,35.0,2,3.0,tertiary,Jalan Ketintang Madya
136,563,564,1500.0,33,35.0,2,3.0,tertiary,Jalan Ketintang Madya
137,563,562,1500.0,3,35.0,2,3.0,tertiary,Jalan Ketintang Madya
138,562,563,1500.0,3,35.0,2,3.0,tertiary,Jalan Ketintang Madya
139,562,561,1500.0,14,35.0,2,3.0,tertiary,Jalan Ketintang Madya
140,561,562,1500.0,14,35.0,2,3.0,tertiary,Jalan Ketintang Madya
141,561,560,1500.0,3,35.0,2,3.0,tertiary,Jalan Ketintang Madya
142,560,561,1500.0,3,35.0,2,3.0,tertiary,Jalan Ketintang Madya
143,560,559,1500.0,4,35.0,2,3.0,tertiary,Jalan Ketintang Madya
144,559,560,1500.0,4,35.0,2,3.0,tertiary,Jalan Ketintang Madya
145,559,558,1500.0,25,35.0,2,3.0,tertiary,Jalan Ketintang Madya
146,558,559,1500.0,25,35.0,2,3.0,tertiary,Jalan Ketintang Madya
147,558,557,1500.0,6,35.0,2,3.0,tertiary,Jalan Ketintang Madya
148,557,558,1500.0,6,35.0,2,3.0,tertiary,Jalan Ketintang Madya
149,557,556,1500.0,14,35.0,2,3.0,tertiary,Jalan Ketintang Madya
150,556,557,1500.0,14,35.0,2,3.0,tertiary,Jalan Ketintang Madya
151,556,555,1500.0,11,35.0,2,3.0,tertiary,Jalan Ketintang Madya
152,555,556,1500.0,11,35.0,2,3.0,tertiary,Jalan Ketintang Madya
153,555,554,1500.0,30,35.0,2,3.0,tertiary,Jalan Ketintang Madya
154,554,555,1500.0,30,35.0,2,3.0,tertiary,Jalan Ketintang Madya
155,554,553,1500.0,3,35.0,2,3.0,tertiary,Jalan Ketintang Madya
156,553,554,1500.0,3,35.0,2,3.0,tertiary,Jalan Ketintang Madya
157,553,552,1500.0,4,35.0,2,3.0,tertiary,Jalan Ketintang Madya
158,552,553,1500.0,4,35.0,2,3.0,tertiary,Jalan Ketintang Madya
159,50,48,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
160,48,50,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
161,48,47,1000.0,17,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
162,47,48,1000.0,17,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
163,47,46,1000.0,4,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
164,46,47,1000.0,4,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
165,46,45,1000.0,6,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
166,45,46,1000.0,6,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
167,45,44,1000.0,5,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
168,44,45,1000.0,5,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
169,44,43,1000.0,4,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
170,43,44,1000.0,4,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
171,43,42,1000.0,2,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
172,42,43,1000.0,2,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
173,42,41,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
174,41,42,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
175,41,40,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
176,40,41,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
177,40,39,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
178,39,40,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
179,39,38,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
180,38,39,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
181,38,37,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
182,37,38,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
183,37,36,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
184,36,37,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
185,36,35,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
186,35,36,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
187,35,34,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
188,34,35,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
189,34,33,1000.0,3,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
190,33,34,1000.0,3,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
191,33,32,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
192,32,33,1000.0,0,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
193,32,31,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
194,31,32,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
195,31,30,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
196,30,31,1000.0,1,25.0,2,2.0,tertiary,Jalan Siwalankerto 3A
197,618,617,1500.0,18,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
198,617,618,1500.0,18,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
199,617,616,1500.0,31,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
200,616,617,1500.0,31,35.0,1,3.0,tertiary,Jalan Ketintang Baru Selatan I
